cluster_id,SVI,nearest_time,access_20min
0,0.8811901515151515,2.7798863636363635,0.0
1,0.8551,1.2448666666666666,0.0
2,0.6368229508196722,4.105983606557377,0.0
3,0.34395666666666663,1.6638148148148149,0.0
